+---------+----------------------+---------------------+
| section | audit_name           | audited_at          |
+---------+----------------------+---------------------+
| audit   | 04_sympathetic_items | 2026-05-24 15:33:05 |
+---------+----------------------+---------------------+
+-------+------------------------------------------+------------+------------+-----------+--------------------+-----------+--------------------+-----------+--------------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+-----------+-----------+
| id    | name                                     | goodEffect | targettype | effectid1 | effect_base_value1 | effectid2 | effect_base_value2 | effectid3 | effect_base_value3 | classes1 | classes2 | classes3 | classes4 | classes5 | classes6 | classes7 | classes8 | classes9 | classes10 | classes11 | classes12 | classes13 |
| 17855 | Stunning Strike IV                       |          0 |          5 |         0 |               -325 |        21 |               1000 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20249 | Sympathetic Hand of Soothing V           |          1 |          6 |       383 |                100 |       138 |                  1 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20599 | Sympathetic Hand of Soothing VI          |          1 |          6 |       383 |                100 |       138 |                  1 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20614 | Terris Thule Strike I                    |          0 |          5 |         0 |                -20 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20615 | Terris Thule Strike II                   |          0 |          5 |         0 |                -30 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20616 | Terris Thule Strike III                  |          0 |          5 |         0 |                -40 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20617 | Terris Thule Strike IV                   |          0 |          5 |         0 |                -50 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20621 | Fennin Ro Strike I                       |          0 |          5 |         0 |                -20 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20622 | Fennin Ro Strike II                      |          0 |          5 |         0 |                -30 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20623 | Fennin Ro Strike III                     |          0 |          5 |         0 |                -40 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20624 | Fennin Ro Strike IV                      |          0 |          5 |         0 |                -50 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20642 | Mithaniel Marr Strike I                  |          0 |          5 |         0 |                 -4 |        21 |                 20 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20643 | Mithaniel Marr Strike II                 |          0 |          5 |         0 |                 -6 |        21 |                 30 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20644 | Mithaniel Marr Strike III                |          0 |          5 |         0 |                 -8 |        21 |                 40 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20645 | Mithaniel Marr Strike IV                 |          0 |          5 |         0 |                -10 |        21 |                 50 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20649 | Tribunal Strike I                        |          0 |          5 |         0 |                -20 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20650 | Tribunal Strike II                       |          0 |          5 |         0 |                -30 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20651 | Tribunal Strike III                      |          0 |          5 |         0 |                -40 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20652 | Tribunal Strike IV                       |          0 |          5 |         0 |                -50 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20656 | Saryrn Strike I                          |          0 |          5 |         0 |                -20 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20657 | Saryrn Strike II                         |          0 |          5 |         0 |                -30 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20658 | Saryrn Strike III                        |          0 |          5 |         0 |                -40 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20659 | Saryrn Strike IV                         |          0 |          5 |         0 |                -50 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20670 | Karana Strike I                          |          0 |          5 |         0 |                -20 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20671 | Karana Strike II                         |          0 |          5 |         0 |                -30 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20672 | Karana Strike III                        |          0 |          5 |         0 |                -40 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20673 | Karana Strike IV                         |          0 |          5 |         0 |                -50 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20677 | Cazic Thule Strike I                     |          0 |         13 |         0 |                -10 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20678 | Cazic Thule Strike II                    |          0 |         13 |         0 |                -15 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20679 | Cazic Thule Strike III                   |          0 |         13 |         0 |                -20 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20680 | Cazic Thule Strike IV                    |          0 |         13 |         0 |                -25 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20684 | Druzzil Ro Strike I                      |          0 |          5 |         0 |                -20 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20685 | Druzzil Ro Strike II                     |          0 |          5 |         0 |                -30 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20686 | Druzzil Ro Strike III                    |          0 |          5 |         0 |                -40 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 20687 | Druzzil Ro Strike IV                     |          0 |          5 |         0 |                -50 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21520 | Arcane Strike I                          |          0 |          5 |         0 |               -100 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21521 | Arcane Strike II                         |          0 |          5 |         0 |               -125 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21522 | Arcane Strike III                        |          0 |          5 |         0 |               -150 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21523 | Arcane Strike IV                         |          0 |          5 |         0 |               -175 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21528 | Arcane Strike IX                         |          0 |          5 |         0 |               -300 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21529 | Toxic Strike I                           |          0 |          5 |         0 |               -100 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21530 | Toxic Strike II                          |          0 |          5 |         0 |               -125 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21531 | Toxic Strike III                         |          0 |          5 |         0 |               -150 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21532 | Toxic Strike IV                          |          0 |          5 |         0 |               -175 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21537 | Toxic Strike IX                          |          0 |          5 |         0 |               -300 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21538 | Afflicting Strike I                      |          0 |          5 |         0 |               -100 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21539 | Afflicting Strike II                     |          0 |          5 |         0 |               -125 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21540 | Afflicting Strike III                    |          0 |          5 |         0 |               -150 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21541 | Afflicting Strike IV                     |          0 |          5 |         0 |               -175 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21546 | Afflicting Strike IX                     |          0 |          5 |         0 |               -300 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21551 | Sympathetic Fire V                       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21552 | Sympathetic Fire VI                      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21553 | Sympathetic Fire VII                     |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21554 | Sympathetic Fire VIII                    |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21555 | Sympathetic Fire IX                      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21556 | Sympathetic Frost V                      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21557 | Sympathetic Frost VI                     |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21558 | Sympathetic Frost VII                    |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21559 | Sympathetic Frost VIII                   |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21560 | Sympathetic Frost IX                     |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21561 | Sympathetic Lightning V                  |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21562 | Sympathetic Lightning VI                 |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21563 | Sympathetic Lightning VII                |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21564 | Sympathetic Lightning VIII               |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21565 | Sympathetic Lightning IX                 |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21566 | Sympathetic Toxin V                      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21567 | Sympathetic Toxin VI                     |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21568 | Sympathetic Toxin VII                    |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21569 | Sympathetic Toxin VIII                   |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21570 | Sympathetic Toxin IX                     |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21571 | Sympathetic Disease V                    |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21572 | Sympathetic Disease VI                   |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21573 | Sympathetic Disease VII                  |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21574 | Sympathetic Disease VIII                 |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21575 | Sympathetic Disease IX                   |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21576 | Sympathetic Chaos V                      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21577 | Sympathetic Chaos VI                     |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21578 | Sympathetic Chaos VII                    |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21579 | Sympathetic Sap III                      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21580 | Sympathetic Sap IV                       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21601 | Sympathetic Soothing V                   |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21602 | Sympathetic Soothing VI                  |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21603 | Sympathetic Soothing VII                 |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21604 | Sympathetic Soothing VIII                |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21605 | Sympathetic Soothing IX                  |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21606 | Sympathetic Calming V                    |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21607 | Sympathetic Calming VI                   |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21608 | Sympathetic Calming VII                  |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21609 | Sympathetic Calming VIII                 |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 21610 | Sympathetic Calming IX                   |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
