+---------+-------------------------------+---------------------+
| section | audit_name                    | audited_at          |
+---------+-------------------------------+---------------------+
| audit   | 22_nektulos_lavastorm_version | 2026-05-24 15:34:07 |
+---------+-------------------------------+---------------------+
+------------+-----------------------------------------------------------------------------------------------------------------------------------------------------+
| section    | note                                                                                                                                                |
+------------+-----------------------------------------------------------------------------------------------------------------------------------------------------+
| audit_note | Read-only: inspect zone rows, zone_points, doors/PoK stone style links, and spawn2 rows for nektulos/lavastorm before any recovery SQL is promoted. |
+------------+-----------------------------------------------------------------------------------------------------------------------------------------------------+
+--------------+---------------------------+------------------------------+-------------+----------------+
| section      | COLUMN_NAME               | COLUMN_TYPE                  | IS_NULLABLE | COLUMN_DEFAULT |
| zone_columns | walkspeed                 | float                        | NO          | 0.4            |
| zone_columns | time_type                 | tinyint(3) unsigned          | NO          | 2              |
| zone_columns | fog_red1                  | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_green1                | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_blue1                 | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_minclip1              | float                        | NO          | 450            |
| zone_columns | fog_maxclip1              | float                        | NO          | 450            |
| zone_columns | fog_red2                  | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_green2                | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_blue2                 | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_minclip2              | float                        | NO          | 450            |
| zone_columns | fog_maxclip2              | float                        | NO          | 450            |
| zone_columns | fog_red3                  | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_green3                | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_blue3                 | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_minclip3              | float                        | NO          | 450            |
| zone_columns | fog_maxclip3              | float                        | NO          | 450            |
| zone_columns | fog_red4                  | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_green4                | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_blue4                 | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | fog_minclip4              | float                        | NO          | 450            |
| zone_columns | fog_maxclip4              | float                        | NO          | 450            |
| zone_columns | fog_density               | float                        | NO          | 0              |
| zone_columns | flag_needed               | varchar(128)                 | NO          | ''             |
| zone_columns | canbind                   | tinyint(4)                   | NO          | 1              |
| zone_columns | cancombat                 | tinyint(4)                   | NO          | 1              |
| zone_columns | canlevitate               | tinyint(4)                   | NO          | 1              |
| zone_columns | castoutdoor               | tinyint(4)                   | NO          | 1              |
| zone_columns | hotzone                   | tinyint(3) unsigned          | NO          | 0              |
| zone_columns | insttype                  | tinyint(1) unsigned zerofill | NO          | 0              |
| zone_columns | shutdowndelay             | bigint(16) unsigned          | NO          | 5000           |
| zone_columns | peqzone                   | tinyint(4)                   | NO          | 1              |
| zone_columns | bypass_expansion_check    | tinyint(3)                   | NO          | 0              |
| zone_columns | suspendbuffs              | tinyint(1) unsigned          | NO          | 0              |
| zone_columns | rain_chance1              | int(4)                       | NO          | 0              |
| zone_columns | rain_chance2              | int(4)                       | NO          | 0              |
| zone_columns | rain_chance3              | int(4)                       | NO          | 0              |
| zone_columns | rain_chance4              | int(4)                       | NO          | 0              |
| zone_columns | rain_duration1            | int(4)                       | NO          | 0              |
| zone_columns | rain_duration2            | int(4)                       | NO          | 0              |
| zone_columns | rain_duration3            | int(4)                       | NO          | 0              |
| zone_columns | rain_duration4            | int(4)                       | NO          | 0              |
| zone_columns | snow_chance1              | int(4)                       | NO          | 0              |
| zone_columns | snow_chance2              | int(4)                       | NO          | 0              |
| zone_columns | snow_chance3              | int(4)                       | NO          | 0              |
| zone_columns | snow_chance4              | int(4)                       | NO          | 0              |
| zone_columns | snow_duration1            | int(4)                       | NO          | 0              |
| zone_columns | snow_duration2            | int(4)                       | NO          | 0              |
| zone_columns | snow_duration3            | int(4)                       | NO          | 0              |
| zone_columns | snow_duration4            | int(4)                       | NO          | 0              |
| zone_columns | gravity                   | float                        | NO          | 0.4            |
| zone_columns | type                      | int(3)                       | NO          | 0              |
| zone_columns | skylock                   | tinyint(4)                   | NO          | 0              |
| zone_columns | fast_regen_hp             | int(11)                      | NO          | 180            |
| zone_columns | fast_regen_mana           | int(11)                      | NO          | 180            |
| zone_columns | fast_regen_endurance      | int(11)                      | NO          | 180            |
| zone_columns | npc_max_aggro_dist        | int(11)                      | NO          | 600            |
| zone_columns | max_movement_update_range | int(11) unsigned             | NO          | 600            |
| zone_columns | underworld_teleport_index | int(4)                       | NO          | 0              |
| zone_columns | lava_damage               | int(11)                      | YES         | 50             |
| zone_columns | min_lava_damage           | int(11)                      | NO          | 10             |
| zone_columns | idle_when_empty           | tinyint(1) unsigned          | NO          | 1              |
| zone_columns | seconds_before_idle       | int(11) unsigned             | NO          | 60             |
+--------------+---------------------------+------------------------------+-------------+----------------+
+---------------------+------------------------+----------------------+-------------+----------------+
| section             | COLUMN_NAME            | COLUMN_TYPE          | IS_NULLABLE | COLUMN_DEFAULT |
+---------------------+------------------------+----------------------+-------------+----------------+
| zone_points_columns | id                     | int(11)              | NO          | NULL           |
| zone_points_columns | zone                   | varchar(32)          | YES         | NULL           |
| zone_points_columns | version                | int(11)              | NO          | 0              |
| zone_points_columns | number                 | smallint(4) unsigned | NO          | 1              |
| zone_points_columns | y                      | float                | NO          | 0              |
| zone_points_columns | x                      | float                | NO          | 0              |
| zone_points_columns | z                      | float                | NO          | 0              |
| zone_points_columns | heading                | float                | NO          | 0              |
| zone_points_columns | target_y               | float                | NO          | 0              |
| zone_points_columns | target_x               | float                | NO          | 0              |
| zone_points_columns | target_z               | float                | NO          | 0              |
| zone_points_columns | target_heading         | float                | NO          | 0              |
| zone_points_columns | zoneinst               | smallint(5) unsigned | YES         | 0              |
| zone_points_columns | target_zone_id         | int(10) unsigned     | NO          | 0              |
| zone_points_columns | target_instance        | int(10) unsigned     | NO          | 0              |
| zone_points_columns | buffer                 | float                | YES         | 0              |
| zone_points_columns | client_version_mask    | int(10) unsigned     | NO          | 4294967295     |
| zone_points_columns | min_expansion          | tinyint(4)           | NO          | -1             |
| zone_points_columns | max_expansion          | tinyint(4)           | NO          | -1             |
| zone_points_columns | content_flags          | varchar(100)         | YES         | NULL           |
| zone_points_columns | content_flags_disabled | varchar(100)         | YES         | NULL           |
| zone_points_columns | is_virtual             | tinyint(4)           | NO          | 0              |
| zone_points_columns | height                 | int(11)              | NO          | 0              |
| zone_points_columns | width                  | int(11)              | NO          | 0              |
+---------------------+------------------------+----------------------+-------------+----------------+
+---------------+------------------------+----------------------+-------------+----------------+
| section       | COLUMN_NAME            | COLUMN_TYPE          | IS_NULLABLE | COLUMN_DEFAULT |
+---------------+------------------------+----------------------+-------------+----------------+
| doors_columns | id                     | int(11)              | NO          | NULL           |
| doors_columns | doorid                 | smallint(4)          | NO          | 0              |
| doors_columns | zone                   | varchar(32)          | YES         | NULL           |
| doors_columns | version                | smallint(5)          | NO          | 0              |
| doors_columns | name                   | varchar(32)          | NO          | ''             |
| doors_columns | pos_y                  | float                | NO          | 0              |
| doors_columns | pos_x                  | float                | NO          | 0              |
| doors_columns | pos_z                  | float                | NO          | 0              |
| doors_columns | heading                | float                | NO          | 0              |
| doors_columns | opentype               | smallint(4)          | NO          | 0              |
| doors_columns | guild                  | smallint(4)          | NO          | 0              |
| doors_columns | lockpick               | smallint(4)          | NO          | 0              |
| doors_columns | keyitem                | int(11)              | NO          | 0              |
| doors_columns | nokeyring              | tinyint(3) unsigned  | NO          | 0              |
| doors_columns | triggerdoor            | smallint(4)          | NO          | 0              |
| doors_columns | triggertype            | smallint(4)          | NO          | 0              |
| doors_columns | disable_timer          | tinyint(2)           | NO          | 0              |
| doors_columns | doorisopen             | smallint(4)          | NO          | 0              |
| doors_columns | door_param             | int(4)               | NO          | 0              |
| doors_columns | dest_zone              | varchar(32)          | YES         | 'NONE'         |
| doors_columns | dest_instance          | int(10) unsigned     | NO          | 0              |
| doors_columns | dest_x                 | float                | NO          | 0              |
| doors_columns | dest_y                 | float                | NO          | 0              |
| doors_columns | dest_z                 | float                | NO          | 0              |
| doors_columns | dest_heading           | float                | NO          | 0              |
| doors_columns | invert_state           | int(11)              | NO          | 0              |
| doors_columns | incline                | int(11)              | NO          | 0              |
| doors_columns | size                   | smallint(5) unsigned | NO          | 100            |
| doors_columns | buffer                 | float                | NO          | 0              |
| doors_columns | client_version_mask    | int(10) unsigned     | NO          | 4294967295     |
| doors_columns | is_ldon_door           | smallint(6)          | NO          | 0              |
| doors_columns | dz_switch_id           | int(11)              | NO          | 0              |
| doors_columns | min_expansion          | tinyint(4)           | NO          | -1             |
| doors_columns | max_expansion          | tinyint(4)           | NO          | -1             |
| doors_columns | content_flags          | varchar(100)         | YES         | NULL           |
| doors_columns | content_flags_disabled | varchar(100)         | YES         | NULL           |
+---------------+------------------------+----------------------+-------------+----------------+
+----------------+------------------------+-----------------------+-------------+----------------+
| section        | COLUMN_NAME            | COLUMN_TYPE           | IS_NULLABLE | COLUMN_DEFAULT |
+----------------+------------------------+-----------------------+-------------+----------------+
| spawn2_columns | id                     | int(11)               | NO          | NULL           |
| spawn2_columns | spawngroupID           | int(11)               | NO          | 0              |
| spawn2_columns | zone                   | varchar(32)           | YES         | NULL           |
| spawn2_columns | version                | smallint(5)           | NO          | 0              |
| spawn2_columns | x                      | float(14,6)           | NO          | 0.000000       |
| spawn2_columns | y                      | float(14,6)           | NO          | 0.000000       |
| spawn2_columns | z                      | float(14,6)           | NO          | 0.000000       |
| spawn2_columns | heading                | float(14,6)           | NO          | 0.000000       |
| spawn2_columns | respawntime            | int(11)               | NO          | 0              |
| spawn2_columns | variance               | int(11)               | NO          | 0              |
| spawn2_columns | pathgrid               | int(10)               | NO          | 0              |
| spawn2_columns | path_when_zone_idle    | tinyint(1)            | NO          | 0              |
| spawn2_columns | _condition             | mediumint(8) unsigned | NO          | 0              |
| spawn2_columns | cond_value             | mediumint(9)          | NO          | 1              |
| spawn2_columns | animation              | tinyint(3) unsigned   | NO          | 0              |
| spawn2_columns | min_expansion          | tinyint(4)            | NO          | -1             |
| spawn2_columns | max_expansion          | tinyint(4)            | NO          | -1             |
| spawn2_columns | content_flags          | varchar(100)          | YES         | NULL           |
| spawn2_columns | content_flags_disabled | varchar(100)          | YES         | NULL           |
+----------------+------------------------+-----------------------+-------------+----------------+
+------------------+------+--------------+---------+------------+-------------------------+------------+---------------+------------------------------+---------------+---------------+---------------+------------------------+-----------+-----------+--------+--------+--------+--------------+--------------+-----------+-----------+----------+------------+---------+------------+---------+---------+-------------+-------------+----------+---------+-----------+-----+-------+---------------------+-----------+-----------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+-------------+-------------+---------+-----------+-------------+-------------+---------+----------+---------------+---------+------------------------+--------------+--------------+--------------+--------------+--------------+----------------+----------------+----------------+----------------+--------------+--------------+--------------+--------------+----------------+----------------+----------------+----------------+---------+------+---------+---------------+-----------------+----------------------+--------------------+---------------------------+---------------------------+-------------+-----------------+-----------------+---------------------+
| section          | id   | zoneidnumber | version | short_name | long_name               | min_status | map_file_name | note                         | min_expansion | max_expansion | content_flags | content_flags_disabled | expansion | file_name | safe_x | safe_y | safe_z | safe_heading | graveyard_id | min_level | max_level | timezone | maxclients | ruleset | underworld | minclip | maxclip | fog_minclip | fog_maxclip | fog_blue | fog_red | fog_green | sky | ztype | zone_exp_multiplier | walkspeed | time_type | fog_red1 | fog_green1 | fog_blue1 | fog_minclip1 | fog_maxclip1 | fog_red2 | fog_green2 | fog_blue2 | fog_minclip2 | fog_maxclip2 | fog_red3 | fog_green3 | fog_blue3 | fog_minclip3 | fog_maxclip3 | fog_red4 | fog_green4 | fog_blue4 | fog_minclip4 | fog_maxclip4 | fog_density | flag_needed | canbind | cancombat | canlevitate | castoutdoor | hotzone | insttype | shutdowndelay | peqzone | bypass_expansion_check | suspendbuffs | rain_chance1 | rain_chance2 | rain_chance3 | rain_chance4 | rain_duration1 | rain_duration2 | rain_duration3 | rain_duration4 | snow_chance1 | snow_chance2 | snow_chance3 | snow_chance4 | snow_duration1 | snow_duration2 | snow_duration3 | snow_duration4 | gravity | type | skylock | fast_regen_hp | fast_regen_mana | fast_regen_endurance | npc_max_aggro_dist | max_movement_update_range | underworld_teleport_index | lava_damage | min_lava_damage | idle_when_empty | seconds_before_idle |
+------------------+------+--------------+---------+------------+-------------------------+------------+---------------+------------------------------+---------------+---------------+---------------+------------------------+-----------+-----------+--------+--------+--------+--------------+--------------+-----------+-----------+----------+------------+---------+------------+---------+---------+-------------+-------------+----------+---------+-----------+-----+-------+---------------------+-----------+-----------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+-------------+-------------+---------+-----------+-------------+-------------+---------+----------+---------------+---------+------------------------+--------------+--------------+--------------+--------------+--------------+----------------+----------------+----------------+----------------+--------------+--------------+--------------+--------------+----------------+----------------+----------------+----------------+---------+------+---------+---------------+-----------------+----------------------+--------------------+---------------------------+---------------------------+-------------+-----------------+-----------------+---------------------+
| target_zone_rows | 6039 |           27 |       0 | lavastorm  | Lavastorm Mountains     |          0 | lavastorm_v0  | Original classic lavastorm   |             0 |             8 | NULL          | NULL                   |         0 |           |    154 |  -1833 |    -15 |            0 |            0 |         0 |       255 |        0 |          0 |       0 |       -368 |     600 |    1400 |          10 |         800 |       10 |     255 |        50 |   1 |   255 |                0.75 |         0 |         1 |      255 |         50 |        10 |           10 |          800 |      255 |         10 |        10 |           10 |          800 |      255 |         10 |        10 |           10 |          800 |      255 |         10 |        10 |           10 |          800 |        0.33 |             |       1 |         1 |           1 |           1 |       0 |        0 |       3600000 |       1 |                      0 |            0 |            5 |            5 |            0 |            0 |              0 |              0 |              0 |              0 |            0 |            0 |            0 |            0 |              0 |              0 |              0 |              0 |     0.4 |    0 |       0 |           180 |             180 |                  180 |                600 |                       600 |                         0 |          50 |              10 |               1 |                  60 |
| target_zone_rows |  202 |           27 |       1 | lavastorm  | The Lavastorm Mountains |          0 | lavastorm_v1  | Dragons of Norrath Lavastorm |             9 |            99 | NULL          | NULL                   |         0 |           |    -25 |    182 |    -74 |            0 |            0 |         0 |       255 |        0 |          0 |       1 |       -230 |      50 |    2000 |          10 |        2000 |       10 |     255 |        10 |   1 |   255 |                1.00 |       0.4 |         1 |      255 |         50 |        10 |           10 |          800 |      255 |         10 |        10 |           10 |         1800 |      255 |         10 |        10 |           10 |         1800 |      255 |         10 |        10 |           10 |         1800 |        0.33 |             |       1 |         1 |           1 |           1 |       0 |        0 |       3600000 |       1 |                      0 |            0 |            0 |            0 |            0 |            0 |              0 |              0 |              0 |              0 |            0 |            0 |            0 |            0 |              0 |              0 |              0 |              0 |     0.4 |    0 |       0 |           180 |             180 |                  180 |                600 |                       600 |                         0 |          50 |              10 |               1 |                  60 |
| target_zone_rows |  246 |           25 |       0 | nektulos   | The Nektulos Forest     |          0 | nektulos_v0   | Original classic Nektulos    |            -1 |             9 | NULL          | NULL                   |         0 | NULL      |   -259 |  -1201 |     -5 |            0 |            0 |         0 |       255 |        0 |          0 |       1 |       -189 |     200 |     500 |          10 |         400 |       70 |      80 |        90 |   0 |   255 |                1.00 |       0.4 |         1 |        0 |          0 |         0 |          450 |          450 |       80 |         90 |        70 |           10 |          400 |       80 |         90 |        70 |           10 |          400 |       80 |         90 |        70 |           10 |          400 |         0.1 |             |       0 |         1 |           1 |           1 |       0 |        0 |       3600000 |       1 |                      0 |            0 |            0 |           10 |            5 |            0 |              0 |              5 |              1 |              0 |           10 |            0 |            0 |           10 |              5 |              0 |              0 |              2 |     0.4 |    1 |       0 |           180 |             180 |                  180 |                600 |                       600 |                         0 |          50 |              10 |               1 |                  60 |
| target_zone_rows |  439 |           25 |       1 | nektulos   | The Nektulos Forest     |          0 | nektulos_v1   | DoDH Nektulos                |            10 |            99 | NULL          | NULL                   |        10 |           |    235 |   -911 |     24 |            0 |            0 |         0 |       255 |        0 |          0 |       1 |       -189 |      50 |    1500 |          10 |        1500 |       70 |      80 |        90 |   1 |   255 |                1.00 |       0.4 |         1 |        0 |          0 |         0 |          450 |          450 |       80 |         90 |        70 |           10 |          500 |       80 |         90 |        70 |           10 |          500 |       80 |         90 |        70 |           10 |          500 |        0.33 |             |       0 |         1 |           1 |           1 |       0 |        0 |       3600000 |       1 |                      0 |            0 |           10 |           10 |            5 |            5 |              2 |              3 |              1 |              2 |            0 |            0 |            0 |            0 |              0 |              0 |              0 |              0 |     0.4 |    1 |       0 |           180 |             180 |                  180 |                600 |                       600 |                         0 |          50 |              10 |               1 |                  60 |
+------------------+------+--------------+---------+------------+-------------------------+------------+---------------+------------------------------+---------------+---------------+---------------+------------------------+-----------+-----------+--------+--------+--------+--------------+--------------+-----------+-----------+----------+------------+---------+------------+---------+---------+-------------+-------------+----------+---------+-----------+-----+-------+---------------------+-----------+-----------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+----------+------------+-----------+--------------+--------------+-------------+-------------+---------+-----------+-------------+-------------+---------+----------+---------------+---------+------------------------+--------------+--------------+--------------+--------------+--------------+----------------+----------------+----------------+----------------+--------------+--------------+--------------+--------------+----------------+----------------+----------------+----------------+---------+------+---------+---------------+-----------------+----------------------+--------------------+---------------------------+---------------------------+-------------+-----------------+-----------------+---------------------+
+---------------------+------------+-----------+------------------------------------------------------------------------------------------+
| section             | short_name | row_count | version_summary                                                                          |
+---------------------+------------+-----------+------------------------------------------------------------------------------------------+
| target_zone_summary | lavastorm  |         2 | version=0,min=0,max=8,safe=(154,-1833,-15) | version=1,min=9,max=99,safe=(-25,182,-74)   |
| target_zone_summary | nektulos   |         2 | version=0,min=-1,max=9,safe=(-259,-1201,-5) | version=1,min=10,max=99,safe=(235,-911,24) |
+---------------------+------------+-----------+------------------------------------------------------------------------------------------+
+-------------------------------+------+-----------+---------+--------+----------+---------+--------+---------+----------+----------+----------+----------------+----------+----------------+-----------------+--------+---------------------+---------------+---------------+---------------+------------------------+------------+--------+-------+
| section                       | id   | zone      | version | number | y        | x       | z      | heading | target_y | target_x | target_z | target_heading | zoneinst | target_zone_id | target_instance | buffer | client_version_mask | min_expansion | max_expansion | content_flags | content_flags_disabled | is_virtual | height | width |
+-------------------------------+------+-----------+---------+--------+----------+---------+--------+---------+----------+----------+----------+----------------+----------+----------------+-----------------+--------+---------------------+---------------+---------------+---------------+------------------------+------------+--------+-------+
| zone_points_from_target_zones | 4504 | lavastorm |       1 |      0 |       75 |     -10 |    -53 |       0 |     3107 |      289 |      -17 |            999 |        0 |             25 |               0 |      0 |          4294967295 |             0 |             9 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1880 | lavastorm |       1 |     50 |     2260 |     110 |     15 |       0 |     -413 |     -265 |     -112 |            999 |        0 |             32 |               0 |      0 |          4294967295 |             9 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1881 | lavastorm |       1 |     60 |     3865 |     135 |      1 |       0 |    -1157 |    -1874 |     -3.2 |            165 |        0 |            337 |               0 |      0 |          4294967295 |             9 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1882 | lavastorm |       1 |     88 |     1360 |   -1650 |   -105 |       0 |      250 |       56 |        3 |            999 |        0 |             80 |               0 |      0 |          4294967295 |             9 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2393 | lavastorm |       0 |     32 |        0 |       0 |      0 |       0 |     -413 |     -265 |     -112 |            999 |        0 |             32 |               0 |      0 |          4294967295 |             0 |             8 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2394 | lavastorm |       0 |      1 | -1045.56 | -943.06 |  16.38 |       0 |      -76 |      858 |        4 |            999 |        0 |             44 |               0 |      0 |          4294967295 |             0 |             8 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2395 | lavastorm |       0 |     77 |        0 |       0 |      0 |       0 |      250 |       56 |        3 |            999 |        0 |             80 |               0 |      0 |          4294967295 |             0 |             8 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2396 | lavastorm |       0 |     88 |        0 |       0 |      0 |       0 |      250 |       56 |        3 |            999 |        0 |             80 |               0 |      0 |          4294967295 |             0 |             8 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2397 | lavastorm |       0 |     31 |        0 |       0 |      0 |       0 |     -443 |     -525 |       70 |            999 |        0 |             31 |               0 |      0 |          4294967295 |             0 |             8 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2398 | lavastorm |       0 |     25 | -2075.32 | -196.03 | -15.84 |       0 |     3107 |      289 |      -17 |            999 |        0 |             25 |               0 |      0 |          4294967295 |             0 |             7 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2399 | lavastorm |       0 |      2 |        0 |       0 |      0 |       0 |      905 |      483 |       57 |            999 |        0 |             27 |               0 |      0 |          4294967295 |             0 |             8 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1879 | lavastorm |       1 |     40 |      540 |   -1785 |    -98 |       0 |      -15 |      856 |        5 |            999 |        0 |             44 |               0 |      0 |          4294967295 |             9 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1878 | lavastorm |       1 |     30 |     1285 |     930 |    -78 |       0 |     -443 |     -525 |       70 |            999 |        0 |             31 |               0 |      0 |          4294967295 |             9 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1877 | lavastorm |       1 |     20 |        0 |       0 |      0 |       0 |      250 |       56 |        3 |            130 |        0 |             80 |               0 |      0 |          4294967295 |             9 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1876 | lavastorm |       1 |     10 |     2760 |    -705 |    -98 |       0 |    -1587 |     -235 |       72 |            478 |        0 |            341 |               0 |      0 |          4294967295 |             9 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1588 | lavastorm |       1 |      0 |       75 |     -10 |    -53 |       0 |  2275.93 |   744.19 |       38 |            255 |        0 |             25 |               0 |      0 |          4294967295 |            10 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1445 | nektulos  |       0 |      2 |        0 |       0 |      0 |       0 |     1549 |      627 |      -20 |            290 |        0 |             22 |               0 |      0 |          4294967295 |             9 |            -1 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1446 | nektulos  |       0 |      3 |     3107 |     289 |    -17 |       0 | -2075.32 |  -196.03 |   -15.84 |            999 |        0 |             27 |               0 |      0 |          4294967295 |            -1 |            10 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1447 | nektulos  |       0 |     77 |        0 |       0 |      0 |       0 |     -841 |      132 |     -157 |            257 |        0 |            202 |               0 |      0 |          4294967295 |            -1 |            -1 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1476 | nektulos  |       1 |     10 |     2325 |     740 |     56 |       0 |      118 |      -18 |      -62 |            506 |        0 |             27 |               0 |      0 |          4294967292 |             9 |            -1 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1477 | nektulos  |       1 |     20 |        0 |       0 |      0 |       0 |     -386 |     -133 |      -64 |            145 |        0 |            365 |               0 |      0 |          4294967295 |            10 |            99 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1478 | nektulos  |       1 |     30 |        0 |       0 |      0 |       0 |     1355 |      798 |      -18 |            174 |        0 |             22 |               0 |      0 |          4294967295 |            -1 |            10 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 1479 | nektulos  |       1 |     50 |        0 |       0 |      0 |       0 |       53 |      154 |       28 |            256 |        0 |             40 |               0 |      0 |          4294967292 |            -1 |            -1 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2339 | nektulos  |       1 |     30 |        0 |       0 |      0 |       0 |     1292 |    -2480 |       78 |            203 |        0 |            408 |               0 |      0 |          4294967232 |            11 |            -1 | NULL          | NULL                   |          0 |      0 |     0 |
| zone_points_from_target_zones | 2302 | nektulos  |       0 |      3 |     3107 |     289 |    -17 |       0 | -2075.32 |  -196.03 |   -15.84 |            999 |        0 |             27 |               0 |      0 |          4294967295 |            -1 |             8 | NULL          | NULL                   |          0 |      0 |     0 |
